"subject" "activity" "variable" "mean"
6 "sitting" "fbodygyrostdx" -0.963407046545455
6 "sitting" "fbodygyrostdy" -0.944901470363636
6 "sitting" "fbodygyrostdz" -0.947326797818182
6 "sitting" "fbodyaccmagmean" -0.935750391272727
6 "sitting" "fbodyaccmagstd" -0.939547202909091
6 "sitting" "fbodybodyaccjerkmagmean" -0.948348653636364
6 "sitting" "fbodybodyaccjerkmagstd" -0.947304700363636
6 "sitting" "fbodybodygyromagmean" -0.929725679272727
6 "sitting" "fbodybodygyromagstd" -0.929549141636364
6 "sitting" "fbodybodygyrojerkmagmean" -0.952034566
6 "sitting" "fbodybodygyrojerkmagstd" -0.951196693454545
6 "standing" "tbodyaccmeanx" 0.280346248596491
6 "standing" "tbodyaccmeany" -0.0181236327175439
6 "standing" "tbodyaccmeanz" -0.112172831947368
6 "standing" "tbodyaccstdx" -0.981758159649123
6 "standing" "tbodyaccstdy" -0.921493191754386
6 "standing" "tbodyaccstdz" -0.925692371929825
6 "standing" "tgravityaccmeanx" 0.945139003859649
6 "standing" "tgravityaccmeany" -0.230251036140351
6 "standing" "tgravityaccmeanz" 0.0139193473596491
6 "standing" "tgravityaccstdx" -0.985583066842105
6 "standing" "tgravityaccstdy" -0.96844910122807
6 "standing" "tgravityaccstdz" -0.942795062280702
6 "standing" "tbodyaccjerkmeanx" 0.0730699604561404
6 "standing" "tbodyaccjerkmeany" 0.00871883993421053
6 "standing" "tbodyaccjerkmeanz" -0.00481712245438596
6 "standing" "tbodyaccjerkstdx" -0.973132635789474
6 "standing" "tbodyaccjerkstdy" -0.949362277017544
6 "standing" "tbodyaccjerkstdz" -0.967547241754386
6 "standing" "tbodygyromeanx" -0.028251913022807
6 "standing" "tbodygyromeany" -0.0589823639438597
6 "standing" "tbodygyromeanz" 0.0767394745964912
6 "standing" "tbodygyrostdx" -0.947561298596491
6 "standing" "tbodygyrostdy" -0.94248658631579
6 "standing" "tbodygyrostdz" -0.947782155964912
6 "standing" "tbodygyrojerkmeanx" -0.103292534210526
6 "standing" "tbodygyrojerkmeany" -0.0428828304736842
6 "standing" "tbodygyrojerkmeanz" -0.0506432189438596
6 "standing" "tbodygyrojerkstdx" -0.946423593157895
6 "standing" "tbodygyrojerkstdy" -0.962422163684211
6 "standing" "tbodygyrojerkstdz" -0.962758177192982
6 "standing" "tbodyaccmagmean" -0.945022876491228
6 "standing" "tbodyaccmagstd" -0.939310249649123
6 "standing" "tgravityaccmagmean" -0.945022876491228
6 "standing" "tgravityaccmagstd" -0.939310249649123
6 "standing" "tbodyaccjerkmagmean" -0.967102436140351
6 "standing" "tbodyaccjerkmagstd" -0.956099145964912
6 "standing" "tbodygyromagmean" -0.939404744385965
6 "standing" "tbodygyromagstd" -0.915891572982456
6 "standing" "tbodygyrojerkmagmean" -0.963406222982456
6 "standing" "tbodygyrojerkmagstd" -0.952536233859649
6 "standing" "fbodyaccmeanx" -0.977100287368421
6 "standing" "fbodyaccmeany" -0.930336471754386
6 "standing" "fbodyaccmeanz" -0.942864017017544
6 "standing" "fbodyaccstdx" -0.984067374035088
6 "standing" "fbodyaccstdy" -0.921449111052632
6 "standing" "fbodyaccstdz" -0.922067224210526
6 "standing" "fbodyaccjerkmeanx" -0.97348053877193
6 "standing" "fbodyaccjerkmeany" -0.951405464912281
6 "standing" "fbodyaccjerkmeanz" -0.963743518070175
6 "standing" "fbodyaccjerkstdx" -0.975235677719298
6 "standing" "fbodyaccjerkstdy" -0.950681450350877
6 "standing" "fbodyaccjerkstdz" -0.969895845789474
6 "standing" "fbodygyromeanx" -0.931612384385965
6 "standing" "fbodygyromeany" -0.943273146140351
6 "standing" "fbodygyromeanz" -0.943239602105263
6 "standing" "fbodygyrostdx" -0.952817395263158
6 "standing" "fbodygyrostdy" -0.942539174210526
6 "standing" "fbodygyrostdz" -0.95445570245614
6 "standing" "fbodyaccmagmean" -0.945949804035088
6 "standing" "fbodyaccmagstd" -0.94456410754386
6 "standing" "fbodybodyaccjerkmagmean" -0.955914005438597
6 "standing" "fbodybodyaccjerkmagstd" -0.95538157877193
6 "standing" "fbodybodygyromagmean" -0.926664297017544
6 "standing" "fbodybodygyromagstd" -0.923108761578947
6 "standing" "fbodybodygyrojerkmagmean" -0.955425138245614
6 "standing" "fbodybodygyrojerkmagstd" -0.952088499473684
6 "walking" "tbodyaccmeanx" 0.283658868070175
6 "walking" "tbodyaccmeany" -0.0168954189082456
6 "walking" "tbodyaccmeanz" -0.110303165877193
6 "walking" "tbodyaccstdx" -0.296538717368421
6 "walking" "tbodyaccstdy" 0.164213884996491
6 "walking" "tbodyaccstdz" -0.504324207192982
6 "walking" "tgravityaccmeanx" 0.958067455087719
6 "walking" "tgravityaccmeany" -0.214694852280702
6 "walking" "tgravityaccmeanz" 0.0331888826842105
6 "walking" "tgravityaccstdx" -0.977779896491228
6 "walking" "tgravityaccstdy" -0.964248568070175
6 "walking" "tgravityaccstdz" -0.957205025789474
6 "walking" "tbodyaccjerkmeanx" 0.0699585876912281
6 "walking" "tbodyaccjerkmeany" -0.0164831715964912
6 "walking" "tbodyaccjerkmeanz" -0.00738931200701754
6 "walking" "tbodyaccjerkstdx" -0.132784766936842
6 "walking" "tbodyaccjerkstdy" 0.00808897373684211
6 "walking" "tbodyaccjerkstdz" -0.575777466491228
6 "walking" "tbodygyromeanx" -0.025509618645614
6 "walking" "tbodygyromeany" -0.0744462466
6 "walking" "tbodygyromeanz" 0.0838808799280702
6 "walking" "tbodygyrostdx" -0.446020952631579
6 "walking" "tbodygyrostdy" -0.331702267894737
6 "walking" "tbodygyrostdz" -0.383139334736842
6 "walking" "tbodygyrojerkmeanx" -0.0878891090105263
6 "walking" "tbodygyrojerkmeany" -0.0362308971842105
6 "walking" "tbodygyrojerkmeanz" -0.0539597284210526
6 "walking" "tbodygyrojerkstdx" -0.18260093354386
6 "walking" "tbodygyrojerkstdy" -0.416390246140351
6 "walking" "tbodygyrojerkstdz" -0.166684422233333
6 "walking" "tbodyaccmagmean" -0.166840713631579
6 "walking" "tbodyaccmagstd" -0.266734167368421
6 "walking" "tgravityaccmagmean" -0.166840713631579
6 "walking" "tgravityaccmagstd" -0.266734167368421
6 "walking" "tbodyaccjerkmagmean" -0.195117026052632
6 "walking" "tbodyaccjerkmagstd" -0.0706029648421053
6 "walking" "tbodygyromagmean" -0.281207841122807
6 "walking" "tbodygyromagstd" -0.36560291677193
6 "walking" "tbodygyrojerkmagmean" -0.321290483140351
6 "walking" "tbodygyrojerkmagstd" -0.364708342315789
6 "walking" "fbodyaccmeanx" -0.187934323140351
6 "walking" "fbodyaccmeany" 0.140781621991228
6 "walking" "fbodyaccmeanz" -0.498520164385965
6 "walking" "fbodyaccstdx" -0.34522769
6 "walking" "fbodyaccstdy" 0.101699642168947
6 "walking" "fbodyaccstdz" -0.550474621754386
6 "walking" "fbodyaccjerkmeanx" -0.150942917824561
6 "walking" "fbodyaccjerkmeany" -0.0753742321614035
6 "walking" "fbodyaccjerkmeanz" -0.541438616140351
6 "walking" "fbodyaccjerkstdx" -0.19269469414386
6 "walking" "fbodyaccjerkstdy" 0.0314450678263158
6 "walking" "fbodyaccjerkstdz" -0.608624354210526
6 "walking" "fbodygyromeanx" -0.239650710533333
6 "walking" "fbodygyromeany" -0.341378429473684
6 "walking" "fbodygyromeanz" -0.203575458733333
6 "walking" "fbodygyrostdx" -0.515323854385965
6 "walking" "fbodygyrostdy" -0.332008706842105
6 "walking" "fbodygyrostdz" -0.512209233508772
6 "walking" "fbodyaccmagmean" -0.201386607649123
6 "walking" "fbodyaccmagstd" -0.421683093508772
6 "walking" "fbodybodyaccjerkmagmean" -0.055401423331579
6 "walking" "fbodybodyaccjerkmagstd" -0.0964999702982456
6 "walking" "fbodybodygyromagmean" -0.329681123368421
6 "walking" "fbodybodygyromagstd" -0.510648322631579
6 "walking" "fbodybodygyrojerkmagmean" -0.366500534122807
6 "walking" "fbodybodygyrojerkmagstd" -0.408078906482456
6 "walkingdownstairs" "tbodyaccmeanx" 0.277045258145833
6 "walkingdownstairs" "tbodyaccmeany" -0.019536840063125
6 "walkingdownstairs" "tbodyaccmeanz" -0.107209356208333
6 "walkingdownstairs" "tbodyaccstdx" 0.383681639791667
6 "walkingdownstairs" "tbodyaccstdy" 0.360164958768542
6 "walkingdownstairs" "tbodyaccstdz" -0.320204232520417
6 "walkingdownstairs" "tgravityaccmeanx" 0.928531455208333
6 "walkingdownstairs" "tgravityaccmeany" -0.214046334375
6 "walkingdownstairs" "tgravityaccmeanz" -0.00307981704708333
6 "walkingdownstairs" "tgravityaccstdx" -0.9544062675
6 "walkingdownstairs" "tgravityaccstdy" -0.93357760125
6 "walkingdownstairs" "tgravityaccstdz" -0.934378766458333
6 "walkingdownstairs" "tbodyaccjerkmeanx" 0.103681343708333
6 "walkingdownstairs" "tbodyaccjerkmeany" 0.00987685807166667
6 "walkingdownstairs" "tbodyaccjerkmeanz" -0.00932470617291667
6 "walkingdownstairs" "tbodyaccjerkstdx" 0.165271070858333
6 "walkingdownstairs" "tbodyaccjerkstdy" 0.276544029529167
6 "walkingdownstairs" "tbodyaccjerkstdz" -0.336817322270833
6 "walkingdownstairs" "tbodygyromeanx" -0.0960837437708333
6 "walkingdownstairs" "tbodygyromeany" -0.0341782208604167
6 "walkingdownstairs" "tbodygyromeanz" 0.0870012595210417
6 "walkingdownstairs" "tbodygyrostdx" -0.19830385328125
6 "walkingdownstairs" "tbodygyrostdy" -0.18922957
6 "walkingdownstairs" "tbodygyrostdz" -0.0940797929729167
6 "walkingdownstairs" "tbodygyrojerkmeanx" -0.0256452232354167
6 "walkingdownstairs" "tbodygyrojerkmeany" -0.0768089915604167
6 "walkingdownstairs" "tbodygyrojerkmeanz" -0.0372228650416667
6 "walkingdownstairs" "tbodygyrojerkstdx" 0.0393387960854167
6 "walkingdownstairs" "tbodygyrojerkstdy" -0.193508405479167
6 "walkingdownstairs" "tbodygyrojerkstdz" 0.193206498960417
6 "walkingdownstairs" "tbodyaccmagmean" 0.333754731458333
6 "walkingdownstairs" "tbodyaccmagstd" 0.373611914166667
6 "walkingdownstairs" "tgravityaccmagmean" 0.333754731458333
6 "walkingdownstairs" "tgravityaccmagstd" 0.373611914166667
6 "walkingdownstairs" "tbodyaccjerkmagmean" 0.10384507225
6 "walkingdownstairs" "tbodyaccjerkmagstd" 0.209502174375
6 "walkingdownstairs" "tbodygyromagmean" 0.0142677821595833
6 "walkingdownstairs" "tbodygyromagstd" -0.0426276750979167
6 "walkingdownstairs" "tbodygyrojerkmagmean" -0.0829366854166667
6 "walkingdownstairs" "tbodygyrojerkmagstd" -0.111228416159583
6 "walkingdownstairs" "fbodyaccmeanx" 0.328308506041667
6 "walkingdownstairs" "fbodyaccmeany" 0.339771173822917
6 "walkingdownstairs" "fbodyaccmeanz" -0.277602590916667
6 "walkingdownstairs" "fbodyaccstdx" 0.403369766666667
6 "walkingdownstairs" "fbodyaccstdy" 0.283247837625
6 "walkingdownstairs" "fbodyaccstdz" -0.4060143105
6 "walkingdownstairs" "fbodyaccjerkmeanx" 0.136554991314583
6 "walkingdownstairs" "fbodyaccjerkmeany" 0.1372024523
6 "walkingdownstairs" "fbodyaccjerkmeanz" -0.283086205125
6 "walkingdownstairs" "fbodyaccjerkstdx" 0.0886515099394167
6 "walkingdownstairs" "fbodyaccjerkstdy" 0.341242392604167
6 "walkingdownstairs" "fbodyaccjerkstdz" -0.389057047125
6 "walkingdownstairs" "fbodygyromeanx" 0.0633716052854167
6 "walkingdownstairs" "fbodygyromeany" -0.130327465789583
6 "walkingdownstairs" "fbodygyromeanz" 0.15284524938125
6 "walkingdownstairs" "fbodygyrostdx" -0.286724914610417
6 "walkingdownstairs" "fbodygyrostdy" -0.235470976166667
6 "walkingdownstairs" "fbodygyrostdz" -0.275667262770833
6 "walkingdownstairs" "fbodyaccmagmean" 0.395958034583333
6 "walkingdownstairs" "fbodyaccmagstd" 0.1446227570625
6 "walkingdownstairs" "fbodybodyaccjerkmagmean" 0.243834258785417
6 "walkingdownstairs" "fbodybodyaccjerkmagstd" 0.15480886140625
6 "walkingdownstairs" "fbodybodygyromagmean" -0.0143735434
6 "walkingdownstairs" "fbodybodygyromagstd" -0.242353857320833
6 "walkingdownstairs" "fbodybodygyrojerkmagmean" -0.132705384364583
6 "walkingdownstairs" "fbodybodygyrojerkmagstd" -0.145733545496458
6 "walkingupstairs" "tbodyaccmeanx" 0.268229355098039
6 "walkingupstairs" "tbodyaccmeany" -0.0272425385070588
6 "walkingupstairs" "tbodyaccmeanz" -0.122082438784314
6 "walkingupstairs" "tbodyaccstdx" -0.0501350188513725
6 "walkingupstairs" "tbodyaccstdy" 0.189276117327451
6 "walkingupstairs" "tbodyaccstdz" -0.353519514896078
6 "walkingupstairs" "tgravityaccmeanx" 0.913632241568627
6 "walkingupstairs" "tgravityaccmeany" -0.340732608823529
6 "walkingupstairs" "tgravityaccmeanz" -0.0184608964392157
6 "walkingupstairs" "tgravityaccstdx" -0.959399425098039
6 "walkingupstairs" "tgravityaccstdy" -0.912900683137255
6 "walkingupstairs" "tgravityaccstdz" -0.906196352156863
6 "walkingupstairs" "tbodyaccjerkmeanx" 0.07210675
6 "walkingupstairs" "tbodyaccjerkmeany" 0.00371343419607843
6 "walkingupstairs" "tbodyaccjerkmeanz" -0.00237816579411765
6 "walkingupstairs" "tbodyaccjerkstdx" -0.180301156098039
6 "walkingupstairs" "tbodyaccjerkstdy" -0.0413994646723529
6 "walkingupstairs" "tbodyaccjerkstdz" -0.560830688235294
6 "walkingupstairs" "tbodygyromeanx" -0.0767406825588235
6 "walkingupstairs" "tbodygyromeany" -0.0518981989072549
6 "walkingupstairs" "tbodygyromeanz" 0.0664234025976471
6 "walkingupstairs" "tbodygyrostdx" -0.321973723647059
6 "walkingupstairs" "tbodygyrostdy" -0.315799901607843
6 "walkingupstairs" "tbodygyrostdz" -0.18390018167451
6 "walkingupstairs" "tbodygyrojerkmeanx" -0.0652024492378431
6 "walkingupstairs" "tbodygyrojerkmeany" -0.0457705354509804
6 "walkingupstairs" "tbodygyrojerkmeanz" -0.0576800048435294
6 "walkingupstairs" "tbodygyrojerkstdx" -0.186763293747059
6 "walkingupstairs" "tbodygyrojerkstdy" -0.486494120980392
6 "walkingupstairs" "tbodygyrojerkstdz" -0.170814790834118
6 "walkingupstairs" "tbodyaccmagmean" 0.0177790974433333
6 "walkingupstairs" "tbodyaccmagstd" -0.0791508842176471
6 "walkingupstairs" "tgravityaccmagmean" 0.0177790974433333
6 "walkingupstairs" "tgravityaccmagstd" -0.0791508842176471
6 "walkingupstairs" "tbodyaccjerkmagmean" -0.207379799254902
6 "walkingupstairs" "tbodyaccjerkmagstd" -0.169970363039216
6 "walkingupstairs" "tbodygyromagmean" -0.12912124415098
6 "walkingupstairs" "tbodygyromagstd" -0.199893710196078
6 "walkingupstairs" "tbodygyrojerkmagmean" -0.342895367921569
6 "walkingupstairs" "tbodygyrojerkmagstd" -0.440079851313725
6 "walkingupstairs" "fbodyaccmeanx" -0.131075372803922
6 "walkingupstairs" "fbodyaccmeany" 0.0978035099588235
6 "walkingupstairs" "fbodyaccmeanz" -0.42724809972549
6 "walkingupstairs" "fbodyaccstdx" -0.0211335627276471
6 "walkingupstairs" "fbodyaccstdy" 0.159123777172549
6 "walkingupstairs" "fbodyaccstdz" -0.36587418445098
6 "walkingupstairs" "fbodyaccjerkmeanx" -0.244812769960784
6 "walkingupstairs" "fbodyaccjerkmeany" -0.122991594331373
6 "walkingupstairs" "fbodyaccjerkmeanz" -0.549314615882353
6 "walkingupstairs" "fbodyaccjerkstdx" -0.186815074235294
6 "walkingupstairs" "fbodyaccjerkstdy" -0.0169811409705882
6 "walkingupstairs" "fbodyaccjerkstdz" -0.571673957058824
6 "walkingupstairs" "fbodygyromeanx" -0.115065008156863
6 "walkingupstairs" "fbodygyromeany" -0.329653779629412
6 "walkingupstairs" "fbodygyromeanz" -0.0464142110215686
6 "walkingupstairs" "fbodygyrostdx" -0.390248128039216
6 "walkingupstairs" "fbodygyrostdy" -0.31361857145098
6 "walkingupstairs" "fbodygyrostdz" -0.309998085098039
6 "walkingupstairs" "fbodyaccmagmean" -0.0819479396203922
6 "walkingupstairs" "fbodyaccmagstd" -0.222161433666667
6 "walkingupstairs" "fbodybodyaccjerkmagmean" -0.169868234496078
6 "walkingupstairs" "fbodybodyaccjerkmagstd" -0.177734840922353
6 "walkingupstairs" "fbodybodygyromagmean" -0.230627015078431
6 "walkingupstairs" "fbodybodygyromagstd" -0.318173892545098
6 "walkingupstairs" "fbodybodygyrojerkmagmean" -0.45923633377451
6 "walkingupstairs" "fbodybodygyrojerkmagstd" -0.455937719019608
7 "laying" "tbodyaccmeanx" 0.250176694038462
7 "laying" "tbodyaccmeany" -0.0204411516884615
7 "laying" "tbodyaccmeanz" -0.101361036576923
7 "laying" "tbodyaccstdx" -0.93651361
7 "laying" "tbodyaccstdy" -0.926262668653846
7 "laying" "tbodyaccstdz" -0.952978365961539
7 "laying" "tgravityaccmeanx" -0.502814250576923
7 "laying" "tgravityaccmeany" 0.393444278076923
7 "laying" "tgravityaccmeanz" 0.907537823461538
7 "laying" "tgravityaccstdx" -0.914221270096154
7 "laying" "tgravityaccstdy" -0.955543549230769
7 "laying" "tgravityaccstdz" -0.961908984423077
7 "laying" "tbodyaccjerkmeanx" 0.0968904018076923
7 "laying" "tbodyaccjerkmeany" 0.0250624183634615
7 "laying" "tbodyaccjerkmeanz" -0.0131653918205769
7 "laying" "tbodyaccjerkstdx" -0.980977756153846
7 "laying" "tbodyaccjerkstdy" -0.973093160192308
7 "laying" "tbodyaccjerkstdz" -0.972983064230769
7 "laying" "tbodygyromeanx" -0.00282641913096154
7 "laying" "tbodygyromeany" -0.133605695057692
7 "laying" "tbodygyromeanz" 0.155920029769231
7 "laying" "tbodygyrostdx" -0.9601268225
7 "laying" "tbodygyrostdy" -0.945071935384615
7 "laying" "tbodygyrostdz" -0.955294890576923
7 "laying" "tbodygyrojerkmeanx" -0.105944243484615
7 "laying" "tbodygyrojerkmeany" -0.0358897425826923
7 "laying" "tbodygyrojerkmeanz" -0.0671901794615385
7 "laying" "tbodygyrojerkstdx" -0.9738372325
7 "laying" "tbodygyrojerkstdy" -0.976483727307692
7 "laying" "tbodygyrojerkstdz" -0.988871878269231
7 "laying" "tbodyaccmagmean" -0.936392023846154
7 "laying" "tbodyaccmagstd" -0.907039513153846
7 "laying" "tgravityaccmagmean" -0.936392023846154
7 "laying" "tgravityaccmagstd" -0.907039513153846
7 "laying" "tbodyaccjerkmagmean" -0.980127239615385
7 "laying" "tbodyaccjerkmagstd" -0.967310932307692
7 "laying" "tbodygyromagmean" -0.915793634807692
7 "laying" "tbodygyromagstd" -0.918662459038462
7 "laying" "tbodygyrojerkmagmean" -0.983008829038462
7 "laying" "tbodygyrojerkmagstd" -0.971205137884615
7 "laying" "fbodyaccmeanx" -0.953424245576923
7 "laying" "fbodyaccmeany" -0.942193953846154
7 "laying" "fbodyaccmeanz" -0.958611644615385
7 "laying" "fbodyaccstdx" -0.931120580576923
7 "laying" "fbodyaccstdy" -0.922917902307692
7 "laying" "fbodyaccstdz" -0.953380646346154
7 "laying" "fbodyaccjerkmeanx" -0.980393046923077
7 "laying" "fbodyaccjerkmeany" -0.972531648846154
7 "laying" "fbodyaccjerkmeanz" -0.969524977692308
7 "laying" "fbodyaccjerkstdx" -0.983560175384615
7 "laying" "fbodyaccjerkstdy" -0.975886145
7 "laying" "fbodyaccjerkstdz" -0.975072995192308
7 "laying" "fbodygyromeanx" -0.953684547692308
7 "laying" "fbodygyromeany" -0.957570207692308
7 "laying" "fbodygyromeanz" -0.956905310961538
7 "laying" "fbodygyrostdx" -0.962348254423077
7 "laying" "fbodygyrostdy" -0.939727873653846
7 "laying" "fbodygyrostdz" -0.9588764125
7 "laying" "fbodyaccmagmean" -0.927976880634615
7 "laying" "fbodyaccmagstd" -0.910542462919231
7 "laying" "fbodybodyaccjerkmagmean" -0.968066259230769
7 "laying" "fbodybodyaccjerkmagstd" -0.965359228076923
7 "laying" "fbodybodygyromagmean" -0.941130719230769
7 "laying" "fbodybodygyromagstd" -0.918892518653846
7 "laying" "fbodybodygyrojerkmagmean" -0.974117912115385
7 "laying" "fbodybodygyrojerkmagstd" -0.969403035384615
7 "sitting" "tbodyaccmeanx" 0.284674637291667
7 "sitting" "tbodyaccmeany" -0.01461097580375
7 "sitting" "tbodyaccmeanz" -0.122464597625
7 "sitting" "tbodyaccstdx" -0.972668374583333
7 "sitting" "tbodyaccstdy" -0.909454698541667
7 "sitting" "tbodyaccstdz" -0.8565329414375
7 "sitting" "tgravityaccmeanx" 0.969147824375
7 "sitting" "tgravityaccmeany" 0.00608846646041667
7 "sitting" "tgravityaccmeanz" 0.0649636250354167
7 "sitting" "tgravityaccstdx" -0.957082433333333
7 "sitting" "tgravityaccstdy" -0.945436264583333
7 "sitting" "tgravityaccstdz" -0.868602535416667
7 "sitting" "tbodyaccjerkmeanx" 0.0668519793125
7 "sitting" "tbodyaccjerkmeany" 0.0116863419310417
7 "sitting" "tbodyaccjerkmeanz" 0.0162004141964583
7 "sitting" "tbodyaccjerkstdx" -0.982158098125
7 "sitting" "tbodyaccjerkstdy" -0.969458676458333
7 "sitting" "tbodyaccjerkstdz" -0.972256472708333
7 "sitting" "tbodygyromeanx" -0.04963797197125
7 "sitting" "tbodygyromeany" -0.03361196465625
7 "sitting" "tbodygyromeanz" 0.0259476655145833
7 "sitting" "tbodygyrostdx" -0.941870953333333
7 "sitting" "tbodygyrostdy" -0.944124336458333
7 "sitting" "tbodygyrostdz" -0.937021208541667
7 "sitting" "tbodygyrojerkmeanx" -0.0938155625083333
7 "sitting" "tbodygyrojerkmeany" -0.0396444885
7 "sitting" "tbodygyrojerkmeanz" -0.0454566269166667
7 "sitting" "tbodygyrojerkstdx" -0.974369045625
7 "sitting" "tbodygyrojerkstdy" -0.981024680625
7 "sitting" "tbodygyrojerkstdz" -0.980954665416667
7 "sitting" "tbodyaccmagmean" -0.918432107083333
7 "sitting" "tbodyaccmagstd" -0.881957619770833
7 "sitting" "tgravityaccmagmean" -0.918432107083333
7 "sitting" "tgravityaccmagstd" -0.881957619770833
7 "sitting" "tbodyaccjerkmagmean" -0.976559676458333
7 "sitting" "tbodyaccjerkmagstd" -0.970243274166667
7 "sitting" "tbodygyromagmean" -0.897870535
7 "sitting" "tbodygyromagstd" -0.898063314375
7 "sitting" "tbodygyrojerkmagmean" -0.981665122291667
7 "sitting" "tbodygyrojerkmagstd" -0.976214430208333
7 "sitting" "fbodyaccmeanx" -0.972697126875
7 "sitting" "fbodyaccmeany" -0.93149063375
7 "sitting" "fbodyaccmeanz" -0.904675337916667
7 "sitting" "fbodyaccstdx" -0.972879966041667
7 "sitting" "fbodyaccstdy" -0.904629195833333
7 "sitting" "fbodyaccstdz" -0.844083052916667
7 "sitting" "fbodyaccjerkmeanx" -0.982037243958333
7 "sitting" "fbodyaccjerkmeany" -0.969423612916667
7 "sitting" "fbodyaccjerkmeanz" -0.968503504791667
7 "sitting" "fbodyaccjerkstdx" -0.984026344375
7 "sitting" "fbodyaccjerkstdy" -0.971814980208333
7 "sitting" "fbodyaccjerkstdz" -0.974699194375
7 "sitting" "fbodygyromeanx" -0.9436317575
7 "sitting" "fbodygyromeany" -0.956678065
7 "sitting" "fbodygyromeanz" -0.9474199325
7 "sitting" "fbodygyrostdx" -0.9427264225
7 "sitting" "fbodygyrostdy" -0.93824472
7 "sitting" "fbodygyrostdz" -0.939826018125
7 "sitting" "fbodyaccmagmean" -0.90895677625
7 "sitting" "fbodyaccmagstd" -0.88691563825
7 "sitting" "fbodybodyaccjerkmagmean" -0.970954184166667
7 "sitting" "fbodybodyaccjerkmagstd" -0.9684948675
7 "sitting" "fbodybodygyromagmean" -0.933081955208333
7 "sitting" "fbodybodygyromagstd" -0.895804978125
7 "sitting" "fbodybodygyrojerkmagmean" -0.978634991458333
7 "sitting" "fbodybodygyrojerkmagstd" -0.97496593875
7 "standing" "tbodyaccmeanx" 0.282723539433962
7 "standing" "tbodyaccmeany" -0.0145740341037736
7 "standing" "tbodyaccmeanz" -0.0997778303207547
7 "standing" "tbodyaccstdx" -0.979307570377358
7 "standing" "tbodyaccstdy" -0.923400921886792
7 "standing" "tbodyaccstdz" -0.917064168490566
7 "standing" "tgravityaccmeanx" 0.958728687924528
7 "standing" "tgravityaccmeany" -0.117607048924528
7 "standing" "tgravityaccmeanz" -0.0516573721320755
7 "standing" "tgravityaccstdx" -0.987917503962264
7 "standing" "tgravityaccstdy" -0.966162998679245
7 "standing" "tgravityaccstdz" -0.939161014716981
7 "standing" "tbodyaccjerkmeanx" 0.0751915112830189
7 "standing" "tbodyaccjerkmeany" 0.00694700354075472
7 "standing" "tbodyaccjerkmeanz" -0.0108420294035849
7 "standing" "tbodyaccjerkstdx" -0.976403544716981
7 "standing" "tbodyaccjerkstdy" -0.965810609622642
7 "standing" "tbodyaccjerkstdz" -0.972060053207547
7 "standing" "tbodygyromeanx" -0.0291582212545283
7 "standing" "tbodygyromeany" -0.0774336443396226
7 "standing" "tbodygyromeanz" 0.0851045000566038
7 "standing" "tbodygyrostdx" -0.945247687358491
7 "standing" "tbodygyrostdy" -0.949646946792453
7 "standing" "tbodygyrostdz" -0.951630777358491
7 "standing" "tbodygyrojerkmeanx" -0.0901539662169811
7 "standing" "tbodygyrojerkmeany" -0.0412797611886792
7 "standing" "tbodygyrojerkmeanz" -0.0545390015471698
7 "standing" "tbodygyrojerkstdx" -0.96598339754717
7 "standing" "tbodygyrojerkstdy" -0.976837757358491
7 "standing" "tbodygyrojerkstdz" -0.978166790943396
7 "standing" "tbodyaccmagmean" -0.942724659245283
7 "standing" "tbodyaccmagstd" -0.933590156792453
7 "standing" "tgravityaccmagmean" -0.942724659245283
7 "standing" "tgravityaccmagstd" -0.933590156792453
7 "standing" "tbodyaccjerkmagmean" -0.973381306226415
7 "standing" "tbodyaccjerkmagstd" -0.968566356037736
7 "standing" "tbodygyromagmean" -0.943425564528302
7 "standing" "tbodygyromagstd" -0.918438958867924
7 "standing" "tbodygyrojerkmagmean" -0.977377083018868
7 "standing" "tbodygyrojerkmagstd" -0.97210793
7 "standing" "fbodyaccmeanx" -0.976681834339623
7 "standing" "fbodyaccmeany" -0.941883783773585
7 "standing" "fbodyaccmeanz" -0.938550519811321
7 "standing" "fbodyaccstdx" -0.980541336037736
7 "standing" "fbodyaccstdy" -0.919118753018868
7 "standing" "fbodyaccstdz" -0.912358813773585
7 "standing" "fbodyaccjerkmeanx" -0.976323086226415
7 "standing" "fbodyaccjerkmeany" -0.967165093018868
7 "standing" "fbodyaccjerkmeanz" -0.968229643018868
7 "standing" "fbodyaccjerkstdx" -0.978729082830189
7 "standing" "fbodyaccjerkstdy" -0.966850290188679
7 "standing" "fbodyaccjerkstdz" -0.974533710754717
7 "standing" "fbodygyromeanx" -0.938121637735849
7 "standing" "fbodygyromeany" -0.957548671320755
7 "standing" "fbodygyromeanz" -0.957165056226415
7 "standing" "fbodygyrostdx" -0.947891986226415
7 "standing" "fbodygyrostdy" -0.945818157735849
7 "standing" "fbodygyrostdz" -0.954339406415094
7 "standing" "fbodyaccmagmean" -0.945611450377358
7 "standing" "fbodyaccmagstd" -0.93728796509434
7 "standing" "fbodybodyaccjerkmagmean" -0.967417888301887
7 "standing" "fbodybodyaccjerkmagstd" -0.969092161886792
7 "standing" "fbodybodygyromagmean" -0.93870498490566
7 "standing" "fbodybodygyromagstd" -0.919848139056604
7 "standing" "fbodybodygyrojerkmagmean" -0.973671168679245
7 "standing" "fbodybodygyrojerkmagstd" -0.971899418301887
